NTD ID,Agency Name,Reporter Type,Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type
9R04-91029,Nye County Senior Nutrition,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
9R04-91061,Elko County,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
9R04-91064,Douglas Area Rural Transit,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
9R04-91072,SNTC-Laughlin,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
9R04-91099,White Pine - Ely Bus,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
9R04-91100,SNTC - Boulder City,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
9R04-91103,Churchill Area Regional Transit,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
9R04-91107,SNTC-Mesquite,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
9R04-91113,Lyon County Human Services,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
9R04-99430,"Pahrump Senior Center, Inc.",Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
9R05-90999,Government of Guam-Guam Regional Transit Authority,Rural Reporter,Rural,9R05,Government of Guam - Guam Regional Transit Authority,State Reporter
9R06-91004,Port of Administration Authority,Rural Reporter,Rural,9R06,American Samoa Department of Public Works,State Reporter
9R06-99434,American Samoa Government Dept. of Public Works,Rural Reporter,Rural,9R06,American Samoa Department of Public Works,State Reporter
A0002-55329,"ABCD, Inc.",Reduced Asset Reporter,Asset,A0002,Stark Area Regional Transit Authority,Group Plan Sponsor
A0003-99443,City of South El Monte,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
A0003-99445,City of La Habra Heights,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
A0003-99446,Playa Vista Parks and Landscape Corp.,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
A0003-99447,City of Sierra Madre,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
A0003-99449,City of El Segundo,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
A0003-99450,City of Hawaiian Gardens,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
A0003-99451,City of San Fernando,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
A0010-66331,St. Gregory the Great Catholic Church,Reduced Asset Reporter,Asset,A0010,VIA Metropolitan Transit,Group Plan Sponsor
A0010-66332,Ride Connect Texas,Reduced Asset Reporter,Asset,A0010,VIA Metropolitan Transit,Group Plan Sponsor
A0010-66333,Presa Community Service Center,Reduced Asset Reporter,Asset,A0010,VIA Metropolitan Transit,Group Plan Sponsor
A0010-66334,Kirby Senior Center,Reduced Asset Reporter,Asset,A0010,VIA Metropolitan Transit,Group Plan Sponsor
A0010-66335,Greater Randolph Area Service Program (GRASP) Inc.,Reduced Asset Reporter,Asset,A0010,VIA Metropolitan Transit,Group Plan Sponsor
A0010-66336,"Eden Home, Inc. ",Reduced Asset Reporter,Asset,A0010,VIA Metropolitan Transit,Group Plan Sponsor
A0011-55518,City of Allen Park,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55519,City of Auburn Hills,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55520,Bedford Health Van,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55521,City of Belleville,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55522,City of Berkley,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55523,Bloomfield Township Senior Services,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55524,Brandon Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55525,Brownstown Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55526,Canton Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55527,Catholic Charities of SE Michigan Oakland,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55528,Catholic Charities of SE Michigan Macomb,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55529,City of Southfield Parks and Recreation,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55530,City of Sterling Heights,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55531,City of Clawson,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55532,Clinton Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55533,Community Social Services of Wayne County,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55534,City of Dearborn,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55535,City of Dearborn Heights,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55536,Downriver Community Conference,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55537,City of Ecorse,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55538,City of Farmington Hills,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55539,City of Ferndale,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55540,City of Fraser,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55541,Golden Services,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55542,Harrison Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55543,City of Hazel Park,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55544,City of Highland Park,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55545,Highland Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55546,Village of Holly,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55547,City of Huntington Woods,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55548,Independence Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55549,Jewish Family Services,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55550,Jewish Vocational Services,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55551,City of Lincoln Park,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55552,City of Livonia,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55553,Macomb Community Action,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55554,City of Madison Heights,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55555,Monroe County Opportunity Program,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55556,City of Northville,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55557,City of Oak Park,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55558,North Oakland Transportation Authority,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55559,Older Persons Commission,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55560,City of Grosse Pointe Farms,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55561,Peoples Community Services,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55562,Recreational Authority of Roseville & Eastpointe,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55563,Richmond Lenox EMS,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55564,City of River Rouge,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55565,City of Romulus,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55566,City of Royal Oak,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55567,Royal Oak Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55568,Shelby Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55569,City of Southgate,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55570,City of St Clair Shores,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55571,STAR Transportation,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55572,Sumpter Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55573,City of Taylor,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55574,City of Trenton,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55575,City of Troy,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55576,City of Walled Lake,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55577,City of Warren,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55578,Waterford Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55579,West Bloomfield Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55580,White Lake Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55581,City of Wyandotte,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55582,Birmingham Area Seniors Coordinating Council d/b/a NEXT,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55583,City of Melvindale,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55584,Mt Clemens,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55585,Nankin Connector,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55586,Redford Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55609,Van Buren Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55610,New Gateways ,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55611,Grosse Ile,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0011-55637,SMART,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
A0012-66301,Aging Services of Norman,Reduced Asset Reporter,Asset,A0012,Oklahoma Department of Human Services - Aging Services,Group Plan Sponsor
A0012-66303,City of Cushing,Reduced Asset Reporter,Asset,A0012,Oklahoma Department of Human Services - Aging Services,Group Plan Sponsor
