Agency NTD ID,Agency Name,Agency Reporter Type,Agency Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type,Row Number
88287,"Aspen, City of",Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1932
88288,"Disability Services, Inc.",Reduced Reporter,Urban,8R01,Colorado Department of Transportation,State Reporter,1933
88289,Castle Rock Senior Center,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1934
88290,La Plata County Senior Services,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1935
88292,Routt County Government,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1936
88293,Park County Windrider Transit,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1937
88294,San Miguel Authority for Regional Transportation,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1938
88296,Butte Silver Bow COA,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1939
88297,"Community Transit of Watertown/Sisseton, Inc. ",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter,1940
88298,"Vail, Town of",Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1941
88299,Clear Creek County,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1942
88302,"Pine Bluffs Senior Citizens, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1943
88303,Red Lodge Area Community Foundation,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1944
88304,"Boulder, City of",Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1945
90005,Navajo Nation,Reduced Reporter,Tribe,9R01,Arizona Department of Transportation,State Reporter,1946
90017,City of Santa Rosa,Full Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1947
90050,City of Simi Valley,Reduced Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor,1948
90078,Central Contra Costa Transit Authority,Full Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1949
90088,Napa Valley Transportation Authority,Full Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1950
90089,County of Sonoma ,Full Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1951
90092,"City of Fairfield, California",Full Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1952
90093,Redding Area Bus Authority,Full Reporter,Urban,A0016,Redding Area Bus Authority ,Group Plan Sponsor,1953
90144,Livermore / Amador Valley Transit Authority,Full Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1954
90155,City of Vacaville,Reduced Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1955
90159,Western Contra Costa Transit Authority,Full Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1956
90161,City of Union City,Reduced Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1957
90162,The Eastern Contra Costa Transit Authority,Full Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1958
90163,City of Camarillo,Reduced Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor,1959
90164,Ventura County Transportation Commission,Full Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor,1960
90165,City of Thousand Oaks,Reduced Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor,1961
90191,Town of Oro Valley ,Reduced Reporter,Urban,A0021,City of Tucson,Group Plan Sponsor,1962
90194,City of Atascadero,Reduced Reporter,Urban,A0022,San Luis Obispo Regional Transit Authority,Group Plan Sponsor,1963
90206,San Luis Obispo Regional Transit Authority,Full Reporter,Urban,A0022,San Luis Obispo Regional Transit Authority,Group Plan Sponsor,1964
90213,City of Petaluma,Full Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1965
90225,San Francisco Bay Area Water Emergency Transportation Authority,Full Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1966
90227,City of Moorpark,Reduced Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor,1967
90232,Solano County Transit,Full Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1968
90234,Marin County Transit District,Full Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,1969
90237,County of Kaua'i - Transportation Agency,Rural Reporter,Rural,9R03,Hawaii Department of Transportation,State Reporter,1970
90241,County of Maui,Full Reporter,Urban,9R03,Hawaii Department of Transportation,State Reporter,1971
90250,City of Azusa,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1972
90251,City of Baldwin Park,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1973
90253,City of Bell Gardens,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1974
90254,City of Bellflower,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1975
90256,City of Burbank,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1976
90257,City of Calabasas,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1977
90259,City of Cerritos,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1978
90260,City of Compton  ,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1979
90263,City of Downey,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1980
90265,City of El Monte ,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1981
90266,City of Glendora,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1982
90268,City of Inglewood,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1983
90269,Los Angeles County Dept. of Public Works - Athens Shuttle Service,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1984
90270,Los Angeles County Department of Public Works - Avocado Heights,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1985
90271,Los Angeles County Department of Public Works - East L.A.,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1986
90272,Los Angeles County Department of Public Works - East Valinda,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1987
90273,Los Angeles County Dept. of Public Works - Florence-Firestone,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1988
90274,Los Angeles County Dept. of Public Works - King Medical Center Shuttle Service,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1989
90275,Los Angeles County Dept. of Public Works - Lennox Shuttle,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1990
90276,Los Angeles County Department of Public Works - South Whittier,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1991
90277,Los Angeles County Department of Public Works - Whittier,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1992
90278,Los Angeles County Dept. of Public Works - Willowbrook Shuttle,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1993
90279,Los Angeles County Dept. of Public Works - Willowbrook et al.,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1994
90285,City of Monrovia,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1995
90286,City of Monterey Park,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1996
90287,Palos Verdes Peninsula Transit Authority,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1997
90291,City of South Gate,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1998
90294,City of West Hollywood,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,1999
90295,City of Whittier,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,2000
90296,City of Claremont,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,2001
90300,City of Artesia,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,2002
90301,City of Lakewood ,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor,2003
90999,Government of Guam-Guam Regional Transit Authority,Rural Reporter,Rural,9R05,Government of Guam - Guam Regional Transit Authority,State Reporter,2004
91001,City of Show Low,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter,2005
91010,City of Cottonwood,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter,2006
91014,City of Rio Vista,Rural Reporter,Rural,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,2007
91016,"Helping Hands Agency, Inc.",Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter,2008
91018,City of Arcata,Rural Reporter,Rural,A0009,Humboldt Transit Authority,Group Plan Sponsor,2009
91022,Lincoln County Transportation,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter,2010
91023,Humboldt County,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter,2011
91029,Nye County Senior Nutrition,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter,2012
91036,Humboldt Transit Authority,Rural Reporter,Rural,A0009,Humboldt Transit Authority,Group Plan Sponsor,2013
91037,City of Bullhead,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter,2014
91041,City of Dixon ,Rural Reporter,Rural,A0013,Metropolitan Transportation Commission,Group Plan Sponsor,2015
91045,COTA,Rural Reporter,Rural,9R08,Northern Marianas - Commonwealth Office of Transit Authority,State Reporter,2016
91052,City of Douglas,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter,2017
91059,Kern Regional Transit,Rural Reporter,Rural,A0008,Kern Regional Transit,Group Plan Sponsor,2018
91061,Elko County,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter,2019
91064,Douglas Area Rural Transit,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter,2020
91069,Town of Miami ,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter,2021
91072,SNTC-Laughlin,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter,2022
91074,City of Tehachapi,Rural Reporter,Rural,A0008,Kern Regional Transit,Group Plan Sponsor,2023
91075,City of Kingman,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter,2024
91080,County of Hawaii Mass Transit Agency,Rural Reporter,Rural,9R03,Hawaii Department of Transportation,State Reporter,2025
91093,City of Eureka ,Rural Reporter,Rural,A0009,Humboldt Transit Authority,Group Plan Sponsor,2026
91096,City of Coolidge,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter,2027
91099,White Pine - Ely Bus,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter,2028
91100,SNTC - Boulder City,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter,2029
91103,Churchill Area Regional Transit,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter,2030
91106,City of Maricopa,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter,2031
91107,SNTC-Mesquite,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter,2032
91113,Lyon County Human Services,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter,2033
91114,City of Benson,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter,2034
91121,City of Bisbee,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter,2035
91122,Regional Transportation Authority of Pima County,Reduced Reporter,Urban,A0021,City of Tucson,Group Plan Sponsor,2036
99376,Salt River Pima-Maricopa Indian Community,Reduced Reporter,Tribe,9R01,Arizona Department of Transportation,State Reporter,2037
99382,Hopi Tribe,Reduced Reporter,Tribe,9R01,Arizona Department of Transportation,State Reporter,2038
99406,Pyramid Lake Paiute Tribe,Reduced Reporter,Tribe,9R04,Nevada Department of Transportation,State Reporter,2039
