State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Division/Department,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID,Service Area Sq Miles,Service Area Pop,Primary UZA UACE Code,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service,State Admin Funds Expended
9R02,91097,9R02-002,Redwood Coast Transit Authority,,RCTA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,140 Williams Dr,,,Crescent City,CA,95531.0,8142.0,9,http://www.redwoodcoasttransit.org/,1622.0,Q7VMJJ5JGJK9,,,,,,,,,,7.0,7,0.0,0.0,Tier II,,,
9R02,91098,9R02-021,Lassen Transit Service Agency,,LTSA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,"707 Nevada St, Ste 4",,,Susanville,CA,96130.0,3912.0,9,http://lassentransportation.com/ltsa,1622.0,YMD9QBNKB6K7,,,,,,,,,,5.0,5,0.0,0.0,Tier II,,,
9R04,91099,9R04-033,White Pine County,Ely Bus,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R04,Nevada Department of Transportation,Rural General Public Transit,2023-09-30,2024-01-31,801 Clark St Ste 2,,,Ely,NV,89301.0,1995.0,9,https://www.whitepinecounty.net/655/Ely-Bus,1625.0,KS5RQKJEANQ5,,,,,,,,,4.0,,4,0.0,0.0,Tier II,,,
9R04,91100,9R04-035,Southern Nevada Transit Coalition,Boulder City,,,Rural Reporter,Rural,Private-Non-Profit Corporation,9R04,Nevada Department of Transportation,Rural General Public Transit,2023-09-30,2024-01-31,260 E Laughlin Civic Dr,,,Laughlin,NV,89029.0,1500.0,9,http://www.sntc.net,1625.0,C364MHM3H557,,,,,,,,,6.0,,6,0.0,0.0,Tier II,,,
9R02,91101,9R02-054,Town of Truckee,Public Transportation,,Truckee TART,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,10183 Truckee Airport Rd,,,Truckee,CA,96161.0,3306.0,9,http://www.townoftruckee.com/,1622.0,GY9UKCBDR3E4,,,,,,,,,,6.0,6,0.0,0.0,Tier II,,,
9R04,91103,9R04-002,Churchill County,Churchill Area Regional Transportation,C.A.R.T. ,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R04,Nevada Department of Transportation,Rural General Public Transit,2023-09-30,2024-01-31,223 Sheckler Rd,,,Fallon,NV,89406.0,9055.0,9,https://www.fallonchamber.com/community-resource/cart-churchill-area-regional-transportation/,1625.0,M8GHJBE3GSY5,,,,,,,,,4.0,,4,0.0,0.0,Tier II,,,
,91106,9R01-021,City of Maricopa,Public Works/Transit,MET,Maricopa Express Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,39700 W Civic Center Plz,,,Maricopa,AZ,85138.0,3501.0,9,met-ride.com,1635.0,PV2KBJ3X1192,43.0,58125.0,54477.0,"Maricopa, AZ",,57771.0,4376.58816955011,13.2,6.0,,6,,,Tier II,,,
9R04,91107,9R04-037,Southern Nevada Transit Coalition,Mesquite,,,Rural Reporter,Rural,Private-Non-Profit Corporation,9R04,Nevada Department of Transportation,Rural General Public Transit,2023-09-30,2024-01-31,260 E Laughlin Civic Dr,,,Laughlin,NV,89029.0,1500.0,9,http://www.sntc.net,1625.0,C364MHM3H557,,,,,,,,,6.0,,6,0.0,0.0,Tier II,,,
9R02,91110,9R02-024,City of McFarland,Public Works Department,,McFarland City Transit Bus,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,401 W Kern Avenue,,,Mcfarland,CA,93250.0,,9,http://www.mcfarlandcity.org,1622.0,QCFVLPC1QNF1,,,,,,,,,1.0,,1,0.0,0.0,Tier II,,,
9R02,91111,9R02-097,City of California City,Department of Public Works,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,21000 Hacienda Blvd,,,California City,CA,93505.0,2259.0,9,http://www.californiacity-ca.gov/CC/,1622.0,L2GLQ2NMLST9,,,,,,,,,2.0,,2,0.0,0.0,Tier II,,,
9R02,91112,9R02-034,County of Colusa,Public Works,CCTA,Colusa County Transit Agency,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,546 Jay St,,,Colusa,CA,95932.0,2400.0,9,https://www.countyofcolusa.org/181/Transit,1622.0,HB96CDAJKLC1,,,,,,,,,7.0,,7,0.0,0.0,Tier II,,,
9R04,91113,9R04-012,Lyon County,Lyon County Human Services,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R04,Nevada Department of Transportation,Rural General Public Transit,2023-09-30,2024-01-31,27 S Main St,,,Yerington,NV,89447.0,2571.0,9,http://www.lyon-county.org,1625.0,UT4JJJ9N6L69,,,,,,,,,11.0,,11,0.0,0.0,Tier II,,,
9R01,91114,9R01-029,City of Benson,Transportation,BAT,Benson Area Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R01,Arizona Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,120 W 6Th St,,2223,Benson,AZ,85602.0,6514.0,9,http://cityofbenson.com,1635.0,JCCRL6RBCJM1,,,,,,,,,3.0,,3,0.0,0.0,Tier II,,,
9R02,91116,9R02-055,County of Alpine,Community Development,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,50 Diamond Valley Rd,,,Markleeville,CA,96120.0,9512.0,9,http://www.alpinecountyca.gov/index.aspx?NID=159,1622.0,E6GVYPJLL2Y3,,,,,,,,,1.0,,1,0.0,0.0,Tier II,,,
9R02,91119,9R02-005,Plumas County Transportation Commission,,PCTC,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,1834 E Main St,,,Quincy,CA,95971.0,9795.0,9,http://www.countyofplumas.com/,1622.0,MYNSDSU67ZK6,,,,,,,,,,6.0,6,0.0,0.0,Tier II,,,
9R02,91120,9R02-029,City of Shafter,Transit,,Shafter Dial-A-Ride,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,336 Pacific Ave,,,Shafter,CA,93263.0,2047.0,9,http://www.shafter.com/,1622.0,RP8KZKM1YJB8,,,,,,,,,2.0,,2,0.0,0.0,Tier II,,,
9R01,91121,9R01-001,City of Bisbee,Community Development Public Works,COB,City of Bisbee/ Bisbee Bus,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R01,Arizona Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,76 Erie St,,,Bisbee,AZ,85603.0,1025.0,9,http://www.cityofbisbee.com,1635.0,LMH1JE4K3D61,,,,,,,,,,3.0,3,0.0,0.0,Tier II,,,
,91122,9R01-033,Regional Transportation Authority of Pima County,,RTA,,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-06-30,2023-10-31,201 N Stone 7Th Floor,,,Tucson,AZ,85701.0,1207.0,9,http://www.RTAmobility.com,7328.0,N6KEZ228HKP1,9189.0,1057597.0,88732.0,"Tucson, AZ",,875441.0,2449.81975447424,357.35,,47.0,47,,,Tier II,,,
,99250,9T03,Cocopah Indian Tribe,,,,Reduced Reporter,Tribe,Tribe,,,,2023-12-31,2024-04-30,14515 S Veterans Dr,,,Somerton,AZ,85350.0,7001.0,9,http://www.cocopah.com/,6724.0,C17XR3XZFSV4,,,4.0,Arizona Non-UZA,"Cocopah Reservation, AZ",1296856.0,0.0,0.0,,,0,,,Tier II,,,
,99262,9T09,Yurok Tribe,Transportation Department,,Tribe Yurok,Reduced Reporter,Tribe,Tribe,,,,2023-09-30,2024-01-31,190 Klamath Blvd,,1027,Klamath,CA,95548.0,,9,http://www.yuroktribe.org/,6738.0,MPW4FLVA9JJ5,,,6.0,California Non-UZA,"Yurok Reservation, CA",4357850.0,0.0,0.0,3.0,,3,,,Tier II,,,
,99268,9T01,Bishop Paiute Tribe,Public Works,,,Reduced Reporter,Tribe,Tribe,,,,2023-12-31,2024-04-30,50 Tusu Ln,,,Bishop,CA,93514.0,8058.0,9,http://www.bishoppaiutetribe.com/,6827.0,UUNDRN9KHE91,,,6.0,California Non-UZA,"Bishop Reservation, CA",4357850.0,0.0,0.0,,,0,,,Tier II,,,
,99286,9T07,San Carlos Apache Tribe,,SCAT,,Reduced Reporter,Tribe,Tribe,,,,2023-09-30,2024-01-31,3A San Carlos Ave,,871,San Carlos,AZ,85550.0,,9,,6837.0,MSRJNX85HTV3,,,4.0,Arizona Non-UZA,"San Carlos Reservation, AZ",1296856.0,0.0,0.0,10.0,,10,,,Tier II,,,
,99292,9T02,Blue Lake Rancheria,Transportation,BLRTS,Blue Lake Rancheria Transit System,Reduced Reporter,Tribe,Tribe,,,,2023-12-31,2024-04-30,1 Ayekwee Loop,,428,Blue Lake,CA,95525.0,,9,https://www.bluelakerancheria-nsn.gov/initiatives/transportation/,6899.0,Q5NLYCS3EF16,,,6.0,California Non-UZA,"Blue Lake Rancheria and Off-Reservation Trust Land, CA",4357850.0,0.0,0.0,1.0,1.0,2,,,Tier II,,,
,99298,9T10,Havasupai Tribe,,,,Reduced Reporter,Tribe,Tribe,,,,2023-09-30,2024-01-31,10 Main St,,10,Supai,AZ,86435.0,5000.0,9,,6828.0,WWGJTEXQRBC3,,,4.0,Arizona Non-UZA,"Havasupai Reservation, AZ",1296856.0,0.0,0.0,1.0,,1,,,Tier II,,,
,99310,9T26,Quechan Indian Tribe,Economic Development Administration,EDA,,Reduced Reporter,Tribe,Tribe,,,,2023-06-30,2023-10-31,350 Picacho Rd,,,Winterhaven,CA,92283.0,9769.0,9,http://www.ycipta.org/routes/5,6900.0,CUSXZCJV3XK5,,,4.0,Arizona Non-UZA,"Fort Yuma Indian Reservation, CA--AZ",1296856.0,0.0,0.0,,,0,,,Tier II,,,
,99316,9T27,Chemehuevi Indian Tribe,Reality and Planning department ,CTA,,Reduced Reporter,Tribe,Tribe,,,,2023-12-31,2024-04-30,1990 Palo Verde Drive,,1976,Havasu Lake,CA,92363.0,,9,www.chemehuevi.org,7359.0,PGBNFLWEQE29,,,6.0,California Non-UZA,"Chemehuevi Reservation, CA",4357850.0,0.0,0.0,2.0,,2,,,Tier II,,,
,99322,9T13,Fallon Paiute-Shoshone Tribe,Tribal Transportation,FPST,,Reduced Reporter,Tribe,Tribe,,,,2023-12-31,2024-04-30,565 Rio Vista Dr,,1709,Fallon,NV,89406.0,6415.0,9,https://www.fpst.org/departments/transit-program/,6718.0,NJLLYD8F8N17,,,32.0,Nevada Non-UZA,"Fallon Paiute-Shoshone Reservation and Off-Reservation Trust Land, NV; Fallon Paiute-Shoshone Colony and Off-Reservation Trust Land, NV",399654.0,0.0,0.0,2.0,,2,,,Tier II,,,
,99328,9T14,Yavapai-Apache Nation,,YAN,YAN Transit,Reduced Reporter,Tribe,Tribe,,,,2023-12-31,2024-04-30,2400 W Datsi St,,,Camp Verde,AZ,86322.0,8412.0,9,http://yantransit.org,6721.0,SAGLFZKK7UK2,,,4.0,Arizona Non-UZA,"Yavapai-Apache Nation Reservation and Off-Reservation Trust Land, AZ",1296856.0,0.0,0.0,10.0,,10,,,Tier II,,,
,99334,9T15,White Mountain Apache Tribe,Division of Transportation ,WMAT,,Reduced Reporter,Tribe,Tribe,,,,2023-09-30,2024-01-31,306 N. Chief Ave.,,1710,Whiteriver,AZ,85941.0,,9,,6725.0,S8UKXJ8B7A83,,,4.0,Arizona Non-UZA,"Fort Apache Reservation, AZ",1296856.0,0.0,0.0,5.0,,5,,,Tier II,,,
,99340,9T16,Kaibab Band of Paiute Indians,Community Health Representative,,,Reduced Reporter,Tribe,Tribe,,,,2023-12-31,2024-04-30,1 N Pipe Springs Rd,,,Fredonia,AZ,86022.0,406.0,9,http://www.kaibabpaiute-nsn.gov/,7066.0,TEG8LAQYBVK7,,,4.0,Arizona Non-UZA,"Kaibab Indian Reservation, AZ",1296856.0,0.0,0.0,9.0,,9,,,Tier II,,,
,99352,9T19,Pascua Yaqui Tribe,Development Services,,,Reduced Reporter,Tribe,Tribe,,,,2023-09-30,2024-01-31,7474 S Camino De Oeste,,,Tucson,AZ,85746.0,9308.0,9,www.pascuayaqui-nsn.gov,7206.0,Z6S8EJ465CM5,,,4.0,Arizona Non-UZA,"Pascua Pueblo Yaqui Reservation and Off-Reservation Trust Land, AZ",1296856.0,0.0,0.0,,,0,,,Tier II,,,
,99358,9T20,Morongo Band of Mission Indians,Public Works Transportation,,Morongo Dial- A-Ride,Reduced Reporter,Tribe,Tribe,,,,2023-12-31,2024-04-30,12700 Pumarra Rd,,,Banning,CA,92220.0,6977.0,9,https://morongonation.org/transportation/,7204.0,NMPLX2KMJND6,,,6.0,California Non-UZA,"Morongo Reservation and Off-Reservation Trust Land, CA",4357850.0,0.0,0.0,2.0,,2,,,Tier II,,,
,99364,9T21,North Fork Rancheria of Mono Indians of California,Administration Department,NFR,NFR Tranportation,Reduced Reporter,Tribe,Tribe,,,,2023-09-30,2024-01-31,33143 Road 222,,929,North Fork,CA,93643.0,9704.0,9,http://northforkrancheria-nsn.gov/,7199.0,QXGFZ6BKJCZ6,,,6.0,California Non-UZA,"North Fork Rancheria and Off-Reservation Trust Land, CA",4357850.0,0.0,0.0,2.0,,2,,,Tier II,,,
,99376,9T23,Salt River Pima-Maricopa Indian Community,Department of Transportation,SRPMIC,Salt River Transit,Reduced Reporter,Tribe,Tribe,,,,2023-09-30,2024-01-31,10005 E Osborn Rd # 9,,,Scottsdale,AZ,85256.0,4019.0,9,http://www.srpmic.com/,7252.0,CMTGGNVGKE65,,,4.0,Arizona Non-UZA,"Salt River Reservation, AZ",1296856.0,0.0,0.0,9.0,,9,,,Tier II,,,
,99382,9T24,Hopi Tribe,Transit,,Hopi Senom Transit,Reduced Reporter,Tribe,Tribe,,,,2023-09-30,2024-01-31,123 Main St,,123,Kykotsmovi Village,AZ,86039.0,,9,www.hopi-nsn.gov,7292.0,CXTLBKAXP5Y7,,,4.0,Arizona Non-UZA,"Navajo Nation Reservation and Off-Reservation Trust Land, AZ--NM--UT; Hopi Reservation and Off-Reservation Trust Land, AZ",1296856.0,0.0,0.0,16.0,,16,,,Tier II,,,
,99394,9T29,Elko Band Council,,,Shoshone Welcome Center,Reduced Reporter,Tribe,Tribe,,,,2023-09-30,2024-01-31,1745 Silver Eagle Dr,,,Elko,NV,89801.0,5085.0,9,,7357.0,M34AFHB7TPM7,,,32.0,Nevada Non-UZA,"Elko Colony, NV",399654.0,0.0,0.0,1.0,,1,,,Tier II,,,
,99406,9T31,Pyramid Lake Paiute Tribe,Transit,,,Reduced Reporter,Tribe,Tribe,,,,2023-12-31,2024-04-30,208 Capitol Hl,,,Nixon,NV,89424.0,9801.0,9,http://www.plpt.nsn.us/transit/,7259.0,GARBAUBDLGZ4,,,32.0,Nevada Non-UZA,"Pyramid Lake Paiute Reservation, NV",399654.0,0.0,0.0,2.0,,2,,,Tier II,,,
9R01,99419,,Yavapai Regional Transit,,YRT,,Rural Reporter,Rural,Private-Non-Profit Corporation,9R01,Arizona Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,389 W Road 2 S,STE B2,,Chino Valley,AZ,86323.0,6351.0,9,https://www.yavapairegionaltransit.com/,1635.0,S3T7JHSEV662,,,,,,,,,4.0,,4,0.0,0.0,Tier II,,,
,99422,,San Joaquin Council,,SJCOG,Dibs,Full Reporter,Urban,"MPO, COG or Other Planning Agency",,,,2023-06-30,2023-10-31,555 E Weber Ave,,,Stockton,CA,95202.0,3016.0,9,http://www.sjcog.org/,1665.0,U377E1A7TU27,1426.0,784298.0,85087.0,"Stockton, CA",,414847.0,4486.66905842936,92.46,,429.0,429,,,Tier I (Non-Fixed Route VOMS),,,
,99423,,City of Glendale,Public Works Transit,,Beeline Bus/Dial-A-Ride,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,141 N Glendale Ave Fl 2,,,Glendale,CA,91206.0,4975.0,9,www.glendaleca.gov/government/departments/public-works/public-transportation/beeline-transit-system,5566.0,HF16K5BFKGY5,39.0,224807.0,51445.0,"Los Angeles--Long Beach--Anaheim, CA",,12237376.0,7476.28411658268,1636.83,,41.0,41,,,Tier II,,,
,99424,,City of Pasadena,Transit,,Pasadena Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,100 N Garfield Ave,,,Pasadena,CA,91101.0,1726.0,9,https://www.cityofpasadena.net/pasadena-transit/,5566.0,JK7YAK6HPFM6,23.0,141371.0,51445.0,"Los Angeles--Long Beach--Anaheim, CA",,12237376.0,7476.28411658268,1636.83,,33.0,33,,,Tier II,,,
,99425,,Pomona Valley Transportation Authority,,PVTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-06-30,2023-10-31,2120 Foothill Blvd Ste 116,,,La Verne,CA,91750.0,2949.0,9,http://www.pvtrans.org/,2271.0,RBLMCNBH6UF8,61.0,252880.0,51445.0,"Los Angeles--Long Beach--Anaheim, CA",,12237376.0,7476.28411658268,1636.83,,27.0,27,,,Tier II,,,
9R02,99426,9R02-028,City of Wasco,Transportation,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,764 E St,,,Wasco,CA,93280.0,1930.0,9,http://www.ci.wasco.ca.us/,1622.0,GRDFMZJVSTC5,,,,,,,,,3.0,,3,0.0,0.0,Tier II,,,
,99433,TR16,Hualapai Indian Tribe,Hualapai Transit,,,Reduced Reporter,Tribe,Tribe,,,,2023-12-31,2024-04-30,941 Hualapai Way,,179,Peach Springs,AZ,86434.0,,9,http://hualapai-nsn.gov/,6717.0,QSKUU9K352J1,,,4.0,Arizona Non-UZA,"Hualapai Indian Reservation and Off-Reservation Trust Land, AZ",1296856.0,0.0,0.0,18.0,,18,,,Tier II,,,
9R06,99434,,American Samoa Government ,Public Works,,,Rural Reporter,Rural,State Government Unit or Department of Transportation,9R06,American Samoa Department of Public Works,Rural General Public Transit,2023-09-30,2024-01-31,Tafuna Industrial Park Dpw Complex,,,Pago Pago,AS,96799.0,,9,https://www.dialaride.as/,2161.0,WYVXFUU3BKS4,,,,,,,,,10.0,,10,0.0,0.0,Tier II,,,
,99436,,Gila River Indian Community,Department of Transportation,,Gila River Transit,Reduced Reporter,Tribe,Tribe,,,,2023-09-30,2024-01-31,525 West Gu U Ki,,97,Sacaton,AZ,85147.0,,9,http://www.gilariver.org/index.php/departments--programs/tribal-development-services,1635.0,VEB2J5QVVNN9,,,4.0,Arizona Non-UZA,"Gila River Indian Reservation, AZ",1296856.0,0.0,0.0,3.0,,3,,,Tier II,,,
9R01,99437,,Town of Quartzsite,Transit,,Camel Express,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R01,Arizona Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,465 N Plymouth Ave,,2812,Quartzsite,AZ,85346.0,,9,http://www.ci.quartzsite.az.us/index.php/departments/public-transportation,1635.0,HGGTPZUFKYN5,,,,,,,,,3.0,,3,0.0,0.0,Tier II,,,
9R02,99438,,County of Shasta Department of Public Works,,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,1855 Placer St,,,Redding,CA,96001.0,1770.0,9,https://www.co.shasta.ca.us/index/pw_index/rural-transit,1622.0,N66MAN8T42J5,,,,,,,,,,,0,0.0,0.0,Tier II,,,
9R01,99441,,Payson Senior Center,Transit,,,Rural Reporter,Rural,Private-Non-Profit Corporation,9R01,Arizona Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,514 W Main St,,,Payson,AZ,85541.0,5334.0,9,www.beelinebus.info,1635.0,JU9EMBD7ZLS5,,,,,,,,,2.0,,2,0.0,0.0,Tier II,,,
9R02,99442,,Calaveras Transit Agency,,CTA,Calaveras Connect,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,Rural General Public Transit,2023-06-30,2023-10-31,444 E Saint Charles St,STE A,PO Box 280,San Andreas,CA,95249.0,9658.0,9,http://calaverasconnect.org/,1622.0,XJB5A3FL4UY1,,,,,,,,,,11.0,11,0.0,0.0,Tier II,,,
A0003,99443,,City of South El Monte,,,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",A0003,Los Angeles County Metropolitan Transportation Authority ,Asset Subrecipient,2023-06-30,2023-10-31,1415 Santa Anita Ave,,,South El Monte,CA,91733.0,3311.0,9,http://www.ci.south-el-monte.ca.us/,5566.0,J84DTEUPPQF8,,,,,,,,,,,0,,,Tier II,,,
A0003,99444,,Bob Hope Airport,,BUR,Hollywood Burbank Airport,Reduced Asset Reporter,Asset,Other,A0003,Los Angeles County Metropolitan Transportation Authority ,Asset Subrecipient,2023-06-30,2023-10-31,2627 N Hollywood Way,,,Burbank,CA,91505.0,5033.0,9,www.hollywoodburbankairport.com,5566.0,DL44TADTTGK1,,,,,,,,,,,0,,,Tier II,,,
A0003,99445,,City of La Habra Heights,,,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",A0003,Los Angeles County Metropolitan Transportation Authority ,Asset Subrecipient,2023-06-30,2023-10-31,1245 Hacienda Rd,,,La Habra Heights,CA,90631.0,8366.0,9,www.Lhhcity.org,5566.0,KQGFLDP9EVC7,,,,,,,,,,,0,,,Tier II,,,
A0003,99447,,City of Sierra Madre,,,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",A0003,Los Angeles County Metropolitan Transportation Authority ,Asset Subrecipient,2023-06-30,2023-10-31,232 W Sierra Madre Blvd,,,Sierra Madre,CA,91024.0,2312.0,9,www.cityofsierramadre.com,5566.0,V7AAUMZC1W97,,,,,,,,,,,0,,,Tier II,,,
A0003,99448,,City of Palmdale,,,,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",A0003,Los Angeles County Metropolitan Transportation Authority ,Asset Subrecipient,2023-06-30,2023-10-31,38300 Sierra Hwy,,,Palmdale,CA,93550.0,4611.0,9,https://www.cityofpalmdale.org/,5566.0,YX39EBRTDCT5,,,,,,,,,,,0,,,Tier II,,,
